"FarmID","CowID","TX_nr","Sex","Age","haircoat_colour","DateCollected","Season","pregnancy_status","TrypAdmin","Tryp1","Tryp2","Brand","Brand1","Brand2","other_brand","expiry_date","RouteOfAdmin","storage_conditions","Reason_for_treatment","ISM_DoseTypeSachet","ISM_Sachets_Used","ISM_dilution","CompetentAdmin","DZ_Sachets_Used","DZ_dilution","HM_tabs_used","HM_dilution","Girth_length","Body_condition","Abnormalities","Symptoms","presumed_diagnosis","PCV_TX","microscopy_TX","Distance","Herd_size","weight_kg","dose_mg_1","dose_mg_2","dosage_mg_kg_1","dosage_mg_kg_2","dose_description1","dose_description2","dose_description_prophylaxis","dose_description_combined","route_appropriate","adequate_admin","adequate_admin_p","PCR_TX_results","Brucei_TX","Congolense_TX","Vivax_TX","FU1_date","PCR_FU1_results","Brucei_FU1","Congolense_FU1","Vivax_FU1","FU2_date","PCR_FU2_results","Brucei_FU2","Congolense_FU2","Vivax_FU2","FU3_date","PCR_FU3_results","Brucei_FU3","Congolense_FU3","Vivax_FU3","FU4_date","PCR_FU4_results","Brucei_FU4","Congolense_FU4","Vivax_FU4","infected_TX","curative_action","prophylactic_action"
"14","1386","1","F","4","black","23/02/2022","Short rains","1","isometamidium","isometamidium",NA,"ISM-B","ISM-B",NA,NA,"15/09/2023","intramuscularly","storage is suitable","prophylactic administration (animal not sick)","8 dose satchet","0.1","bottled water","yes the medication was delivered in a competent manner",NA,NA,NA,NA,"144","3","no","no symptoms","healthy","32","no","3233","150","221.886601","100",NA,"0.450680661",NA,"underdose",NA,"underdose","non-therapeutic dose","correct","NO","NO","0","0","0","0","01/03/2022","1","0","0","1","25/03/2022","0","0","0","0","22/04/2022","0","0","0","0","18/05/2022","0","0","0","0","1","success","success"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14","1388","1","F","3","red/brown/tan","23/02/2022","Short rains","0","isometamidium","isometamidium",NA,"ISM-B","ISM-B",NA,NA,"15/09/2023","intramuscularly","storage is not suitable","prophylactic administration (animal not sick)","8 dose satchet","0.1","bottled water","yes the medication was delivered in a competent manner",NA,NA,NA,NA,"132","2.5","no","no symptoms","healthy","30","no","3233","150","172.3075224","100",NA,"0.580357715",NA,"adequate dose",NA,"prophylactic dose","therapeutic dose","correct","NO","NO","0","0","0","0","01/03/2022","0","0","0","0","25/03/2022","0","0","0","0","22/04/2022","0","0","0","0","19/05/2022","0","0","0","0","0","null","success"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14","1389","1","F","8","red/brown/tan","23/02/2022","Short rains","1","isometamidium","isometamidium",NA,"ISM-B","ISM-B",NA,NA,"15/09/2023","intramuscularly","storage is suitable","prophylactic administration (animal not sick)","8 dose satchet","0.1","bottled water","yes the medication was delivered in a competent manner",NA,NA,NA,NA,"146","2.5","no","no symptoms","healthy","28","no","3233","150","231.0725629","100",NA,"0.432764491",NA,"underdose",NA,"underdose","non-therapeutic dose","correct","NO","NO","0","0","0","0","01/03/2022","0","0","0","0","25/03/2022","1","0","0","1","22/04/2022","0","0","0","0","18/05/2022","1","1","0","0","0","null","failure"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14","1392","1","F","4","red/brown/tan","23/02/2022","Short rains","0","isometamidium","isometamidium",NA,"ISM-B","ISM-B",NA,NA,"15/09/2023","intramuscularly","storage is suitable","prophylactic administration (animal not sick)","8 dose satchet","0.1","bottled water","yes the medication was delivered in a competent manner",NA,NA,NA,NA,"136","2.5","no","no symptoms","healthy","30","no","3233","150","187.8138248","100",NA,"0.532442168",NA,"adequate dose",NA,"prophylactic dose","therapeutic dose","correct","YES","YES","0","0","0","0","01/03/2022","0","0","0","0","25/03/2022","0","0","0","0","22/04/2022","0","0","0","0","18/05/2022","0","0","0","0","0","null","success"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14","1395","1","F","6","red/brown/tan","29/09/2021","Short rains","0","diminazine","diminazine",NA,"DA-A","DA-A",NA,NA,"15/01/2024","intramuscularly","storage is suitable","treatment of a clinically sick animal",NA,NA,NA,"yes the medication was delivered in a competent manner","1","bottled water",NA,NA,"126","2","yes","rough hair coat","tryps","33","no","3233","150","150.8466809","1050",NA,"6.960709999",NA,"adequate dose",NA,NA,"therapeutic dose","correct","YES",NA,"0","0","0","0","07/10/2021","not found",NA,NA,NA,"27/10/2021","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14","1395","2","F","6","red/brown/tan","23/02/2022","Short rains","0","isometamidium","isometamidium",NA,"ISM-B","ISM-B",NA,NA,"15/09/2023","intramuscularly","storage is suitable","prophylactic administration (animal not sick)","8 dose satchet","0.1","bottled water","yes the medication was delivered in a competent manner",NA,NA,NA,NA,"144","2.5","no","no symptoms","healthy","30","no","3233","150","221.886601","100",NA,"0.450680661",NA,"underdose",NA,"underdose","non-therapeutic dose","correct","NO","NO","0","0","0","0","01/03/2022","not found",NA,NA,NA,"25/03/2022","0","0","0","0","22/04/2022","0","0","0","0","18/05/2022","0","0","0","0",NA,NA,"success"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14","1397","1","F","3","red/brown/tan","29/09/2021","Short rains","0","diminazine","diminazine",NA,"DA-D","DA-D",NA,NA,"15/06/2023","intramuscularly","storage is suitable","treatment of a clinically sick animal",NA,NA,NA,"yes the medication was delivered in a competent manner","1","bottled water",NA,NA,"131","2","no","no symptoms","healthy","29","no","3233","150","168.5834305","1050",NA,"6.228370112",NA,"adequate dose",NA,NA,"therapeutic dose","correct","YES",NA,"1","0","0","1","07/10/2021","0","0","0","0","27/10/2021","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","success",NA
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14","1397","2","F","3","red/brown/tan","23/02/2022","Short rains","0","isometamidium","isometamidium",NA,"ISM-B","ISM-B",NA,NA,"15/09/2023","intramuscularly","storage is suitable","prophylactic administration (animal not sick)","8 dose satchet","0.1","bottled water","yes the medication was delivered in a competent manner",NA,NA,NA,NA,"134","2.5","no","no symptoms","healthy","29","no","3233","150","179.9374273","100",NA,"0.555748748",NA,"adequate dose",NA,"prophylactic dose","therapeutic dose","correct","YES","YES","1","0","1","0","01/03/2022","0","0","0","0","25/03/2022","0","0","0","0","22/04/2022","1","1","0","0","18/05/2022","0","0","0","0","1","success","failure"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14","1400","1","F","8","red/brown/tan","29/09/2021","Short rains","0","diminazine","diminazine",NA,"DA-D","DA-D",NA,NA,"15/06/2023","intramuscularly","storage is suitable","treatment of a clinically sick animal",NA,NA,NA,"yes the medication was delivered in a competent manner","1","bottled water",NA,NA,"140","2","no","no symptoms","healthy","26","no","3233","150","204.3264566","1050",NA,"5.138835261",NA,"adequate dose",NA,NA,"therapeutic dose","correct","YES",NA,"0","0","0","0","07/10/2021","0","0","0","0","27/10/2021","1","0","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","null",NA
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"14","1400","2","F","8","red/brown/tan","23/02/2022","Short rains","0","isometamidium","isometamidium",NA,"ISM-B","ISM-B",NA,NA,"15/09/2023","intramuscularly","storage is suitable","treatment of a clinically sick animal","8 dose satchet","0.1","bottled water","yes the medication was delivered in a competent manner",NA,NA,NA,NA,"136","2.5","no","no symptoms","healthy","30","no","3233","150","187.8138248","100",NA,"0.532442168",NA,"adequate dose",NA,"prophylactic dose","therapeutic dose","correct","YES","YES","0","0","0","0","01/03/2022","not found",NA,NA,NA,"25/03/2022","0","0","0","0","22/04/2022","0","0","0","0","18/05/2022","0","0","0","0",NA,NA,"success"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"15","1651","1","F","1.5","red/brown/tan","03/03/2022","Long rains","0","diminazine","diminazine",NA,"DA-E","DA-E",NA,NA,"15/04/2023","intramuscularly","storage is suitable","treatment of a clinically sick animal",NA,NA,NA,"yes the medication was delivered in a competent manner","1","rainwater",NA,NA,"142","3","no","no symptoms","healthy","32","no","8715","250","212.9729868","1050",NA,"4.930202726",NA,"adequate dose",NA,NA,"therapeutic dose","correct","YES",NA,"0","0","0","0","10/03/2022","0","0","0","0","30/03/2022","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","null",NA
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"15","1652","1","F","1.5","red/brown/tan","22/02/2022","Short rains","0","diminazine","diminazine",NA,"DA-A & DA-C","DA-A","DA-C",NA,"15/04/2024","intramuscularly","storage is suitable","treatment of a clinically sick animal",NA,NA,NA,"yes the medication was delivered in a competent manner","1","rainwater",NA,NA,"134","3","no","no symptoms","healthy","30","no","8715","250","179.9374273","1050","1050","5.835361857","5.835361857","adequate dose",NA,NA,"therapeutic dose","correct","YES",NA,"0","0","0","0","03/03/2022","0","0","0","0","23/03/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","null",NA
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"15","1656","1","F","1.5","red/brown/tan","09/06/2022","Dry","1","diminazine","diminazine",NA,"DA-D","DA-D",NA,NA,"15/06/2023","intramuscularly","storage is suitable","treatment of a clinically sick animal",NA,NA,NA,"yes the medication was delivered in a competent manner","1","rainwater",NA,NA,"146","3.5","no","no symptoms","healthy","35","no","8715","250","231.0725629","1050",NA,"4.544027153",NA,"adequate dose",NA,NA,"therapeutic dose","correct","YES",NA,"1","1","1","0","15/06/2022","0","0","0","0","08/07/2022","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","success",NA
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"15","1657","1","F","2","red/brown/tan","22/02/2022","Short rains","0","diminazine","diminazine",NA,"DA-A & DA-C","DA-A","DA-C",NA,"15/04/2024","intramuscularly","storage is suitable","treatment of a clinically sick animal",NA,NA,NA,"yes the medication was delivered in a competent manner","1","rainwater",NA,NA,"142","3.5","no","no symptoms","healthy","20","no","8715","250","212.9729868","1050","1050","4.930202726","4.930202726","adequate dose",NA,NA,"therapeutic dose","correct","YES",NA,"1","0","0","1","03/03/2022","0","0","0","0","23/03/2022","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","success",NA
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"15","1658","1","M","0.5","black","03/03/2022","Long rains","0","diminazine","diminazine",NA,"DA-E","DA-E",NA,NA,"15/04/2023","intramuscularly","storage is suitable","treatment of a clinically sick animal",NA,NA,NA,"yes the medication was delivered in a competent manner","1","rainwater",NA,NA,"114","3","no","no symptoms","healthy","32","no","8715","250","113.9157902","1050",NA,"9.217334996",NA,"overdose",NA,NA,"therapeutic dose","correct","YES",NA,"0","0","0","0","10/03/2022","0","0","0","0","30/03/2022","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","null",NA
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"15","1659","1","M","1","red/brown/tan","09/06/2022","Dry","0","diminazine","diminazine",NA,"DA-D","DA-D",NA,NA,"15/06/2023","intramuscularly","storage is suitable","treatment of a clinically sick animal",NA,NA,NA,"yes the medication was delivered in a competent manner","1","rainwater",NA,NA,"136","3.5","no","no symptoms","healthy","34","no","8715","250","187.8138248","1050",NA,"5.590642762",NA,"adequate dose",NA,NA,"therapeutic dose","correct","YES",NA,"0","0","0","0","15/06/2022","0","0","0","0","08/07/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","null",NA
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"15","1660","1","F","0.8","red/brown/tan","09/06/2022","Dry","0","diminazine","diminazine",NA,"DA-D","DA-D",NA,NA,"15/06/2023","intramuscularly","storage is suitable","treatment of a clinically sick animal",NA,NA,NA,"yes the medication was delivered in a competent manner","1","rainwater",NA,NA,"130","3","no","no symptoms","healthy","40","no","8715","250","164.9190785","1050",NA,"6.366758834",NA,"adequate dose",NA,NA,"therapeutic dose","correct","YES",NA,"0","0","0","0","15/06/2022","0","0","0","0","08/07/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","null",NA
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"15","1662","1","F","1.5","red/brown/tan","22/02/2022","Short rains","0","diminazine","diminazine",NA,"DA-A & DA-C","DA-A","DA-C",NA,"15/04/2024","intramuscularly","storage is suitable","treatment of a clinically sick animal",NA,NA,NA,"yes the medication was delivered in a competent manner","1","rainwater",NA,NA,"128","3","no","no symptoms","healthy","28","no","8715","250","157.7671107","1050","1050","6.655379536","6.655379536","adequate dose",NA,NA,"therapeutic dose","correct","YES",NA,"0","0","0","0","03/03/2022","0","0","0","0","23/03/2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","null",NA
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"15","1663","1","F","1","red/brown/tan","22/02/2022","Short rains","0","diminazine","diminazine",NA,"DA-A & DA-C","DA-A","DA-C",NA,"15/04/2024","intramuscularly","storage is suitable","treatment of a clinically sick animal",NA,NA,NA,"yes the medication was delivered in a competent manner","1","rainwater",NA,NA,"130","3","no","no symptoms","healthy","32","no","8715","250","164.9190785","1050","1050","6.366758834","6.366758834","adequate dose",NA,NA,"therapeutic dose","correct","YES",NA,"1","0","1","0","03/03/2022","0","0","0","0","23/03/2022","1","0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","failure",NA
